Tytuł,Cena,Sklep,Procesor,RAM,Dysk SSD,Karta graficzna:,Ekran,System operacyjny,Dysk HDD:,Firma procesora
"Laptop ASUS ExpertBook B3404CMA-Q50360X 14"" IPS Ultra 7-155H 16GB RAM 512GB SSD Windows 11 Professional",4799.0,MediaExpert,Intel Core Ultra 7-155H,16,512,Intel Graphics,14,Windows 11 Professional,,Intel
"Laptop ASUS Vivobook 14X K3405VC-KM053X 14"" OLED i9-13900H 16GB RAM 1TB SSD GeForce RTX3050 Windows 11 Professional",6199.0,MediaExpert,Intel Core i9-13900H,16,1000,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,14,Windows 11 Professional,,Intel
"Laptop MICROSOFT Surface Pro Copilot + PC 13"" Snapdragon X Plus 16GB RAM 512GB SSD Windows 11 Home",5278.24,MediaExpert,Qualcomm Snapdragon X Plus,16,512,Qualcomm Adreno,13,Windows 11 Home,,Qualcomm
"Laptop ACER Chromebook 314 CB314-2H-K12T 14"" IPS MT8183 4GB RAM 64GB eMMC Chrome OS",1099.99,MediaExpert,MediaTek MT8183,4,64,ARM Mali-G72 MP3,14,Chrome OS,,MediaTek
"Laptop ASUS VivoBook S 16 M5606UA-MX017W 16"" OLED R9-8945HS 32GB RAM 1TB SSD Windows 11 Home",5799.0,MediaExpert,AMD Ryzen 9 8945HS,32,1000,AMD Radeon 780M,16,Windows 11 Home,,AMD
"Laptop ASUS Vivobook 15 X1504VA-BQ1038W 15.6"" i3-1315U 16GB RAM 512GB SSD Windows 11 Home",2399.98,MediaExpert,Intel Core i3-1315U,16,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO Legion Slim 5 16AHP9 16"" IPS 165Hz R7-8845HS 32GB RAM 512GB SSD GeForce RTX4060 DLSS 3",5999.0,MediaExpert,AMD Ryzen 7 8845HS,32,512,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,16,Brak,,AMD
"Laptop LENOVO IdeaPad Slim 3 15ABR8 15.6"" IPS R7-7730U 16GB RAM 512GB SSD Windows 11 Home",2999.98,MediaExpert,AMD Ryzen 7 7730U,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop HP Omen 17-DB0006NW 17.3"" IPS 144Hz R5-8645HS 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",5199.0,MediaExpert,AMD Ryzen 5 8645HS,16,512,NVIDIA GeForce RTX 4060 + AMD Radeon 760M,17.3,Windows 11 Home,,AMD
"Laptop HP Victus 16-r1814nw 16.1"" IPS 144Hz i5-14450HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",4899.0,MediaExpert,Intel Core i5-14450HX,16,512,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,16.1,Windows 11 Home,,Intel
"Laptop MSI Prestige 14 Evo B13M-631PL i7-13700H 14"" IPS 16GB RAM 1TB SSD Windows 11 Home",4299.0,MediaExpert,Intel Core i7-13700H,16,1000,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop ASUS Vivobook S16 Flip TP3604VA-MY063W 16"" OLED i9-13900H 16GB RAM 1TB SSD Windows 11 Home",5999.98,MediaExpert,Intel Core i9-13900H,16,1000,Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop ASUS VivoBook S M5606WA-MX045W 16"" OLED Ryzen AI 9 365 32GB RAM 1TB SSD Windows 11 Home",6499.99,MediaExpert,AMD Ryzen AI 9 365,32,1000,AMD Radeon Graphics,16,Windows 11 Home,,AMD
"Laptop LENOVO ThinkBook 14 2-in-1 G4 IML 14"" IPS Ultra 5-125U 16GB RAM 512GB SSD Windows 11 Professional",5799.0,MediaExpert,Intel Core Ultra 5-125U,16,512,Intel Graphics,14,Windows 11 Professional,,Intel
"Laptop LENOVO ThinkBook 14 2-in-1 G4 IML 14"" IPS Ultra 7-155U 16GB RAM 1TB SSD Windows 11 Professional",6599.0,MediaExpert,Intel Core Ultra 7-155U,16,1000,Intel Graphics,14,Windows 11 Professional,,Intel
"Laptop MICROSOFT Surface Laptop Copilot+ PC 13.8"" Snapdragon X Plus 16GB RAM 256GB SSD Windows 11 Home",4811.92,MediaExpert,Qualcomm Snapdragon X Plus,16,256,Qualcomm Adreno,13.8,Windows 11 Home,,Qualcomm
"Laptop MSI Bravo 17 D7VEK-093PL 17.3"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home + Karta zniżkowa G2A",4549.99,MediaExpert,AMD Ryzen 5 7535HS,16,512,NVIDIA GeForce RTX 4050 + AMD Radeon 660M,17.3,Windows 11 Home,,AMD
"Laptop LENOVO Legion S7 15ACH6 15.6"" IPS 165Hz R7-5800H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 10 Home",4899.0,MediaExpert,AMD Ryzen 7 5800H,16,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,15.6,Windows 10 Home,,AMD
"Laptop ASUS VivoBook 15X K3504VA-MA480W 15.6"" OLED i7-1355U 16GB RAM 1TB SSD Windows 11 Home",4199.98,MediaExpert,Intel Core i7-1355U,16,1000,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS VivoBook 15X M3504YA-MA385W 15.6"" OLED R5-7430U 16GB RAM 512GB SSD Windows 11 Home",3299.0,MediaExpert,AMD Ryzen 5 7430U,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop ASUS VivoBook S 15 K5504VA-MA373W 15.6"" OLED i5-13500H 16GB RAM 1TB SSD Windows 11 Home",3999.98,MediaExpert,Intel Core i5-13500H,16,1000,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop APPLE MacBook Air 2024 15.3"" M3 8GB RAM 512GB SSD macOS Północ",6299.0,MediaExpert,Apple M3,8,512,Apple M3 (10 rdzeni),15.3,macOS Sonoma,,Apple
"Laptop LENOVO LOQ 15APH8 15.6"" IPS 144Hz R5-7640HS 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",5099.99,MediaExpert,AMD Ryzen 5 7640HS,16,1000,NVIDIA GeForce RTX 4050 + AMD Radeon 760M,15.6,Windows 11 Home,,AMD
"Laptop ASUS ROG Zephyrus G14 GA403UV-QS020W 14"" OLED R9-8945HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",8499.0,MediaExpert,AMD Ryzen 9 8945HS,16,1000,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,14,Windows 11 Home,,AMD
"Laptop ASUS TUF Gaming A15 FA506NC-HN006 15.6"" IPS 144Hz R5-7535HS 8GB RAM 512GB SSD GeForce RTX3050",2848.99,MediaExpert,AMD Ryzen 5 7535HS,8,512,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,15.6,Brak,,AMD
"Laptop ASUS TUF Gaming A15 FA507NV-LP025W 15.6"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",4699.98,MediaExpert,AMD Ryzen 5 7535HS,16,512,NVIDIA GeForce RTX 4060 + AMD Radeon 660M,15.6,Windows 11 Home,,AMD
"Laptop MSI Katana 15 B13VGK-1436XPL 15.6"" IPS 144Hz i9-13900H 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3",6799.98,MediaExpert,Intel Core i9-13900H,16,1000,NVIDIA GeForce RTX 4070 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop DELL Inspiron 7430-3437 14"" i5-1335U 8GB RAM 512GB SSD Windows 11 Home",4049.0,MediaExpert,Intel Core i5-1335U,8,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop MSI Katana 17 B13VFK-841XPL 17.3"" IPS 144Hz i7-13620H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",5098.99,MediaExpert,Intel Core i7-13620H,16,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,17.3,Brak,,Intel
"Laptop LENOVO ThinkBook G6 ABP 16"" IPS R5-7530U 8GB RAM 512GB SSD Windows 11 Professional",3329.97,MediaExpert,AMD Ryzen 5 7530U,8,512,AMD Radeon Graphics,16,Windows 11 Professional,,AMD
"Laptop LENOVO ThinkBook G6 IRL 16"" IPS i3-1315U 8GB RAM 512GB SSD Windows 11 Professional",2599.0,MediaExpert,Intel Core i3-1315U,8,512,Intel UHD Graphics,16,Windows 11 Professional,,Intel
"Laptop LENOVO V14 G4 IRU 14"" i5-13420H 8GB RAM 512GB SSD Windows 11 Professional",2949.0,MediaExpert,Intel Core i5-13420H,8,512,Intel UHD Graphics,14,Windows 11 Professional,,Intel
"Laptop ASUS VivoBook Go E1504FA-BQ204W 15.6"" IPS R5-7520U 8GB RAM 512GB SSD Windows 11 Home",2099.98,MediaExpert,AMD Ryzen 5 7520U,8,512,AMD Radeon 610M,15.6,Windows 11 Home,,AMD
"Laptop ASUS ROG Zephyrus GX650PZ-NM015W 16"" 240Hz R9-7945HX 32GB RAM 2TB SSD GeForce RTX4080 DLSS 3 Windows 11 Home",14999.0,MediaExpert,AMD Ryzen 9 7945HX,32,2000,NVIDIA GeForce RTX 4080 + AMD Radeon 610M,16,Windows 11 Home,,AMD
"Laptop HP Victus 15-FB0113NW 15.6"" IPS 144Hz R5-5600H 8GB RAM 512GB SSD Radeon RX6500M Windows 11 Home",3379.97,MediaExpert,AMD Ryzen 5 5600H,8,512,AMD Radeon RX 6500M + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop HP Victus 15-FB0143NW 15.6"" 144Hz R7-5800H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",4959.68,MediaExpert,AMD Ryzen 7 5800H,16,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop MICROSOFT Surface Pro Copilot 15"" 120Hz Snapdragon X Elite 16GB RAM 512GB SSD Windows 11 Home",6999.0,MediaExpert,Qualcomm Snapdragon X Elite,16,512,Qualcomm Adreno,15,Windows 11 Home,,Qualcomm
"Laptop DREAMMACHINES RG2050-17PL22 17.3"" 144Hz i5-13420H 32GB RAM 1TB SSD GeForce RTX2050",3799.99,MediaExpert,Intel Core i5-13420H,32,1000,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,17.3,Brak,,Intel
"Laptop ACER Nitro V 15 ANV15-51 NH.QQEEP.00A 15.6"" IPS 165Hz i9-13900H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3",5448.99,MediaExpert,Intel Core i9-13900H,16,1000,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop LENOVO Legion 7 16IRX9 16"" IPS 165Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3",8999.0,MediaExpert,Intel Core i7-14700HX,32,1000,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,16,Brak,,Intel
"Laptop ACER Nitro V 16 ANV16-41-EP 16"" IPS 165Hz R5-8645HS 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",4156.97,MediaExpert,AMD Ryzen 5 8645HS,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,16,Windows 11 Home,,AMD
"Laptop ACER Nitro V 16 ANV16-41-EP 16"" IPS 165Hz R7-8845HS 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",4999.0,MediaExpert,AMD Ryzen 7 8845HS,16,1000,NVIDIA GeForce RTX 4050 + AMD Radeon 780M,16,Windows 11 Home,,AMD
"Laptop ASUS ROG Zephyrus G14 GA403UI-QS041W 14"" OLED R9-8945HS 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",11599.0,MediaExpert,AMD Ryzen 9 8945HS,32,1000,NVIDIA GeForce RTX 4070 + AMD Radeon 780M,14,Windows 11 Home,,AMD
"Laptop ASUS Vivobook S 16 S5606MA-MX131W 16"" OLED Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home",5999.0,MediaExpert,Intel Core Ultra 7-155H,32,1000,Intel Arc Graphics,16,Windows 11 Home,,Intel
"Laptop ASUS Vivobook S 16 S5606MA-MX119W 16"" OLED Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home",5999.0,MediaExpert,Intel Core Ultra 7-155H,32,1000,Intel Arc Graphics,16,Windows 11 Home,,Intel
"Laptop ASUS TUF Gaming A15 FA507NV-TT902W 15.6"" IPS 144Hz R7-7735HS 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",5005.73,MediaExpert,AMD Ryzen 7 7735HS,16,512,NVIDIA GeForce RTX 4060 + AMD Radeon 680M,15.6,Windows 11 Home,,AMD
"Laptop ASUS VivoBook S 16 M5606UA-MX023W 16"" OLED R9-8945HS 32GB RAM 1TB SSD Windows 11 Home",5899.0,MediaExpert,AMD Ryzen 9 8945HS,32,1000,AMD Radeon 780M,16,Windows 11 Home,,AMD
"Laptop MSI Modern 15 H C13M-231PL 15.6"" IPS i5-13420H 16GB RAM 512GB SSD Windows 11 Home",2899.99,MediaExpert,Intel Core i5-13420H,16,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop MSI Prestige 16 AI Studio B1VFG-207PL 16"" IPS Ultra 7-155H 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",8399.99,MediaExpert,Intel Core Ultra 7-155H,32,1000,NVIDIA GeForce RTX 4060 + Intel Arc Graphics,16,Windows 11 Home,,Intel
"Laptop LENOVO Legion Slim 5 16ARP9 83EX0017PB 16"" IPS 165Hz R7-7435HS 16GB RAM 512GB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",6754.82,MediaExpert,AMD Ryzen 7 7435HS,16,512,NVIDIA GeForce RTX 4070,16,Windows 11 Home,,AMD
"Laptop LENOVO Legion 5 16IRX9 16"" IPS 240Hz i7-14650HX 16GB RAM 512GB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",7399.0,MediaExpert,Intel Core i7-14650HX,16,512,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop LENOVO Legion 5 16IRX9 16"" IPS 240Hz i7-14650HX 32GB RAM 512GB SSD GeForce RTX4070 DLSS 3 Windows 11 Home",8599.0,MediaExpert,Intel Core i7-14650HX,32,512,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop LENOVO Legion 5 16IRX9 16"" IPS 165Hz i5-13450HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3",5099.0,MediaExpert,Intel Core i5-13450HX,16,512,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,16,Brak,,Intel
"Laptop HP Omen 17-DB0011NW 17.3"" IPS 144Hz R5-8645HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",4199.0,MediaExpert,AMD Ryzen 5 8645HS,16,512,NVIDIA GeForce RTX 4050 + AMD Radeon 760M,17.3,Windows 11 Home,,AMD
"Laptop DELL Inspiron 3520-2048 15.6"" IPS i5-1235U 16GB RAM 512GB SSD Windows 11 Home",2899.98,MediaExpert,Intel Core i5-1235U,16,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Inspiron 5440-7432 14"" Core 7 150U 16GB RAM 512GB SSD Windows 11 Professional",4199.0,MediaExpert,Intel Core 7 150U,16,512,Intel Graphics,14,Windows 11 Professional,,Intel
"Laptop LENOVO LOQ 15AHP9 15.6"" IPS 144Hz R5-8645HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",5699.98,MediaExpert,AMD Ryzen 5 8645HS,16,1000,NVIDIA GeForce RTX 4060 + AMD Radeon 760M,15.6,Windows 11 Home,,AMD
Laptop DREAMMACHINES RG4060-17PL41 17.3” 144Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3,7399.99,MediaExpert,Intel Core i9-14900HX,32,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,17.3,Brak,,Intel
"Laptop ACER Aspire 7 A715-76G-50M6 15.6"" IPS i5-12450H 16GB RAM 1TB SSD GeForce RTX2050",2699.0,MediaExpert,Intel Core i5-12450H,16,1000,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop ASUS VivoBook 16X K3605ZF-MB395W 16"" IPS i5-12500H 16GB RAM 512GB SSD GeForce RTX2050 Windows 11 Home",2999.99,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 2050 + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop ASUS VivoBook S 16 M5606UA-MX040W 16"" OLED R7-8845HS 32GB RAM 1TB SSD Windows 11 Home",5499.0,MediaExpert,AMD Ryzen 7 8845HS,32,1000,AMD Radeon 780M,16,Windows 11 Home,,AMD
"Laptop APPLE MacBook Air 2024 15.3"" M3 8GB RAM 512GB SSD macOS Srebrny",6299.0,MediaExpert,Apple M3,8,512,Apple M3 (10 rdzeni),15.3,macOS Sonoma,,Apple
"Laptop ASUS ExpertBook B5402CVA-KC0772X 14"" i7-1360P 16GB RAM 512GB SSD Windows 11 Professional",5499.99,MediaExpert,Intel Core i7-1360P,16,512,Intel Iris Xe Graphics,14,Windows 11 Professional,,Intel
"Laptop ASUS ROG Strix Scar 17 G733PY-LL022X 17.3"" IPS 240Hz R9-7945HX 32GB RAM 2TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional",17399.98,MediaExpert,AMD Ryzen 9 7945HX,32,2000,NVIDIA GeForce RTX 4090 + AMD Radeon 610M,17.3,Windows 11 Professional,,AMD
"Laptop ASUS ROG Strix Scar 16 G634JY-NM035X 16"" 240Hz i9-13980HX 32GB RAM 2 x 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Professional",16499.98,MediaExpert,Intel Core i9-13980HX,32,,NVIDIA GeForce RTX 4090 + Intel UHD Graphics,16,Windows 11 Professional,,Intel
"Laptop ASUS ROG Zephyrus G16 GU605MY-QR045W 16"" OLED 240Hz Ultra 9-185H 32GB RAM 1TB SSD GeForce RTX4090 DLSS 3 Windows 11 Home",15699.99,MediaExpert,Intel Core Ultra 9-185H,32,1000,NVIDIA GeForce RTX 4090 + Intel Arc Graphics,16,Windows 11 Home,,Intel
"Laptop MSI Creator Z17 HX Studio A14VGT-238PL 17"" IPS 165Hz i9-14900HX 64GB RAM 2TB SSD GeForce RTX4070 Windows 1 Professional",15399.0,MediaExpert,Intel Core i9-14900HX,64,2000,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,17,Windows 11 Professional,,Intel
"Laptop ACER Chromebook Plus 514 Google AI laptop CB514-3H 14"" IPS R5-7520C 8GB RAM 512GB SSD Chrome OS",2449.0,MediaExpert,AMD Ryzen 5 7520C,8,512,AMD Radeon 610M,14,Chrome OS,,AMD
"Laptop MSI Prestige AI Evo B1MG-009PL 16"" IPS Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home",5499.0,MediaExpert,Intel Core Ultra 7-155H,32,1000,Intel Arc Graphics,16,Windows 11 Home,,Intel
"Laptop DELL Inspiron 14 Plus 7430-3314 14"" i7-13620H 16GB RAM 1TB SSD Windows 11 Home",4949.0,MediaExpert,Intel Core i7-13620H,16,1000,Intel UHD Graphics,14,Windows 11 Home,,Intel
"Laptop HP 255 G9 15.6"" IPS R5-5625U IPS 8GB RAM 512GB SSD Windows 11 Home",2399.98,MediaExpert,AMD Ryzen 5 5625U,8,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop ACER Nitro AN16-41 16"" IPS 165Hz R7-7840HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3",5539.97,MediaExpert,AMD Ryzen 7 7840HS,16,512,NVIDIA GeForce RTX 4050 + AMD Radeon 780M,16,Brak,,AMD
"Laptop APPLE MacBook Air 2023 15.3"" Retina M2 8GB RAM 512GB SSD macOS Gwiezdna szarość",5499.0,MediaExpert,Apple M2,8,512,Apple M2 (10 rdzeni),15.3,macOS Ventura,,Apple
"Laptop DELL XPS 9530-6244 15.6"" i7-13700H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Professional",9799.0,MediaExpert,Intel Core i7-13700H,16,1000,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,15.6,Windows 11 Professional,,Intel
"Laptop ACER Chromebook 315 CB315-4H-P1KK 15.6"" IPS Pentium N6000 8GB RAM 128GB eMMC Chrome OS",2099.99,MediaExpert,Intel Pentium Silver N6000,8,128,Intel UHD Graphics,15.6,Chrome OS,,Intel
"Laptop LENOVO Legion 5 15ARH7H 15.6"" IPS 165Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3070Ti",5779.97,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3070 Ti + AMD Radeon 680M,15.6,Brak,,AMD
"Laptop DELL Inspiron Plus 7620-5828 16"" i5-12500H 16GB RAM 512GB SSD Windows 11 Home",3999.0,MediaExpert,Intel Core i5-12500H,16,512,Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
Laptop DELL Inspiron 5420-9966 14'' i5-1235U 8GB RAM 512GB SSD Windows 11 Home,2969.97,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop HP Victus 16-D1193NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD Geforce RTX3050Ti",4539.28,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,16.1,Brak,,Intel
"Laptop DREAMMACHINES RG3050-15PL37 15.6"" 144Hz i7-12700H 16GB RAM 500GB SSD GeForce RTX3050",3998.99,MediaExpert,Intel Core i7-12700H,16,500,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop HP Victus 16-D1193NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD Geforce RTX3050Ti",4539.28,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,16.1,Brak,,Intel
"Laptop DREAMMACHINES RG3050-15PL37 15.6"" 144Hz i7-12700H 16GB RAM 500GB SSD GeForce RTX3050",3998.99,MediaExpert,Intel Core i7-12700H,16,500,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop APPLE MacBook Air 2024 15.3"" Retina M3 24GB RAM 512GB SSD macOS Srebrny",8699.0,MediaExpert,Apple M3,24,512,Apple M3 (10 rdzeni),15.3,macOS Sequoia,,Apple
"Laptop APPLE MacBook Pro 2024 14"" Retina M4 Max 36GB RAM 1TB SSD macOS Srebrny",16499.0,MediaExpert,Apple M4 Max,36,1000,Apple M4 Max (32 rdzeni),14.2,macOS Sequoia,,Apple
"Laptop LENOVO Legion Pro 5 16IRX9 16"" IPS 240Hz i7-14650HX 32GB RAM 512GB SSD GeForce RTX4070 DLSS 3",8099.98,MediaExpert,Intel Core i7-14650HX,32,512,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,16,Brak,,Intel
"Laptop DELL Inspiron 3520-2055 15.6"" i5-1235U 16GB RAM 1TB SSD Windows 11 Home",2998.99,MediaExpert,Intel Core i5-1235U,16,1000,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ACER Extensa EX215-56 15.6"" IPS Core 3 100U 16GB RAM 512GB SSD Windows 11 Professional",2598.0,MediaExpert,Intel Core 3 100U,16,512,Intel Graphics,15.6,Windows 11 Professional,,Intel
"Laptop LENOVO ThinkPad P14s Gen 5 21ME000WPB 14"" OLED Ryzen 7 Pro 8840HS 64GB RAM 2TB SSD Windows 11 Professional",12499.0,MediaExpert,AMD Ryzen 7 Pro 8840HS,64,2000,AMD Radeon 780M,14,Windows 11 Professional,,AMD
"Laptop ASUS Vivobook 15 X1504VA-BQ1034W 15.6"" IPS i3-1315U 8GB RAM 512GB SSD Windows 11 Home",1985.86,MediaExpert,Intel Core i3-1315U,8,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop MSI Prestige 16 AI Evo B1M B1MG-060PL 16"" IPS Ultra 7-155H 32GB RAM 1TB SSD Windows 11 Home",5899.0,MediaExpert,Intel Core Ultra 7-155H,32,1000,Intel Arc Graphics,16,Windows 11 Home,,Intel
"Laptop ASUS TUF Gaming A14 FA401UU-R7161W 14"" IPS 165Hz R7-8845HS 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",5363.29,MediaExpert,AMD Ryzen 7 8845HS,16,1000,NVIDIA GeForce RTX 4050 + AMD Radeon 780M,14,Windows 11 Home,,AMD
"Laptop ASUS VivoBook S M5406WA-PP062W 14"" OLED Ryzen AI 9 365 32GB RAM 1TB SSD Windows 11 Home",5999.98,MediaExpert,AMD Ryzen AI 9 365,32,1000,AMD Radeon Graphics,14,Windows 11 Home,,AMD
"Laptop MICROSOFT Surface Laptop Copilot+ PC 13.8"" Snapdragon X Elite 16GB RAM 1TB SSD Windows 11 Home",6879.0,MediaExpert,Qualcomm Snapdragon X Elite,16,1000,Qualcomm Adreno,13.8,Windows 11 Home,,Qualcomm
"Laptop DELL XPS 9340-7623 13.4"" Ultra 5-125H 16GB RAM 512GB SSD Windows 11 Professional",7799.0,MediaExpert,Intel Core Ultra 5-125H,16,512,Intel Arc Graphics,13.4,Windows 11 Professional,,Intel
"Laptop DELL G16 7630-5115 16"" 240Hz i9-13900HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Linux",9599.99,MediaExpert,Intel Core i9-13900HX,32,1000,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,16,Linux,,Intel
"Laptop DELL G15 5535-0160 15.6"" R5-7640HS 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",4499.0,MediaExpert,AMD Ryzen 5 7640HS,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 760M,15.6,Windows 11 Home,,AMD
"Laptop DELL Inspiron 3520-2062 15.6"" IPS i3-1215U 8GB RAM 512GB SSD Windows 11 Home",1949.0,MediaExpert,Intel Core i3-1215U,8,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Inspiron 5440-7425 14"" Core 5 120U 16GB RAM 1TB SSD Windows 11 Professional",3997.0,MediaExpert,Intel Core 5 120U,16,1000,Intel Graphics,14,Windows 11 Professional,,Intel
"Laptop DELL Inspiron 5440-2826 14"" Core 5 120U 16GB RAM 1TB SSD Windows 11 Home",3892.58,MediaExpert,Intel Core 5 120U,16,1000,Intel Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Inspiron Plus 7440-2734 14"" Ultra 5-125H 16GB RAM 512GB SSD Windows 11 Professional",4599.0,MediaExpert,Intel Core Ultra 5-125H,16,512,Intel Arc Graphics,14,Windows 11 Professional,,Intel
"Laptop LENOVO LOQ 15IAX9 15.6"" IPS 144Hz i5-12450HX 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",4999.98,MediaExpert,Intel Core i5-12450HX,16,1000,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DREAMMACHINES RG4060-15PL46 15.6"" 144Hz i9-14900HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3",6899.99,MediaExpert,Intel Core i9-14900HX,32,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,15.6,Brak,,Intel
